matrix_name,K,n_samples,n_features,k_neighbors,silhouette_score,calinski_harabasz_score,davies_bouldin_score,embedding_kmeans_inertia,cluster_sizes,cluster_proportions,min_cluster_size,max_cluster_size,min_cluster_proportion,max_cluster_proportion,max_min_cluster_ratio,fiedler_lambda2,eigengap_K_minus_1_to_K,eigengap_K_to_K_plus_1,random_seed,n_init,sklearn_version,runtime_k_seconds
B_LOG,2,967,24,10,0.10448029858810054,114.1963394236059,2.8088932312238026,67.61228943766474,"{""0"": 489, ""1"": 478}","[0.5057, 0.4943]",478,489,0.4943,0.5057,1.023,0.094559,0.094559,0.011982,42,25,1.4.1.post1,0.433
B_LOG,3,967,24,10,0.09447551324940134,108.00197632729892,2.435263672667322,179.8386559717277,"{""0"": 397, ""1"": 315, ""2"": 255}","[0.4105, 0.3257, 0.2637]",255,397,0.2637,0.4105,1.5569,0.094559,0.011982,0.087918,42,25,1.4.1.post1,0.444
B_LOG,4,967,24,10,0.0778306977570953,91.52261330634452,2.5702348760578846,196.00825427881745,"{""0"": 252, ""1"": 258, ""2"": 266, ""3"": 191}","[0.2606, 0.2668, 0.2751, 0.1975]",191,266,0.1975,0.2751,1.3927,0.094559,0.087918,0.020773,42,25,1.4.1.post1,0.549
B_LOG,5,967,24,10,0.06475598347399963,78.20450557480069,2.682391161788686,213.41142473235504,"{""0"": 223, ""1"": 166, ""2"": 127, ""3"": 208, ""4"": 243}","[0.2306, 0.1717, 0.1313, 0.2151, 0.2513]",127,243,0.1313,0.2513,1.9134,0.094559,0.020773,0.01228,42,25,1.4.1.post1,0.848
B_LOG,6,967,24,10,0.0723904202070814,71.41732505876776,2.619956626094908,213.5110573832127,"{""0"": 172, ""1"": 46, ""2"": 219, ""3"": 188, ""4"": 205, ""5"": 137}","[0.1779, 0.0476, 0.2265, 0.1944, 0.212, 0.1417]",46,219,0.0476,0.2265,4.7609,0.094559,0.01228,0.026196,42,25,1.4.1.post1,0.643
B_LOG,7,967,24,10,0.060872094532678014,64.49207686843724,2.5764178851870265,265.3743654526175,"{""0"": 195, ""1"": 114, ""2"": 109, ""3"": 217, ""4"": 111, ""5"": 45, ""6"": 176}","[0.2017, 0.1179, 0.1127, 0.2244, 0.1148, 0.0465, 0.182]",45,217,0.0465,0.2244,4.8222,0.094559,0.026196,0.026164,42,25,1.4.1.post1,0.48
