SEQN,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,P_cluster_5,max_posterior,entropy_raw,entropy_norm
93705.0,2.2547435323123205e-19,0.0063846910366682575,0.9936149562340802,3.47327640328002e-07,5.401609298339928e-09,0.9936149562340802,0.03863716919279255,0.024006622991972412
93708.0,0.08314016552059993,2.0550473953053493e-06,0.9166314019082975,0.00018059135761164992,4.57861660962141e-05,0.9166314019082975,0.28862206989434963,0.17933097491026545
93709.0,0.00035800838053613043,0.0013804436922245794,0.9494902427360278,0.04864084651271858,0.0001304586784925132,0.9494902427360278,0.20936593457805444,0.13008636926006742
93711.0,0.21348644335996014,4.450807883016203e-07,0.7728190931300531,0.01327995554828994,0.0004140628809074224,0.7728190931300531,0.5894465141437892,0.3662437112919226
93713.0,0.13258436292246517,5.909770723477382e-06,0.3717214968185315,0.49181431361859523,0.0038739168696831096,0.49181431361859523,1.0063538636793332,0.6252828120330111
93714.0,7.641333452227482e-05,0.0008120215234871664,0.020418951131342983,0.9678411319768482,0.010851482033800455,0.9678411319768482,0.16668109199387476,0.10356478538633881
93715.0,0.6683438655065729,1.9113572326633417e-05,0.09380356896165583,6.140550055208025e-06,0.23782731140938848,0.6683438655065729,0.8331533013165275,0.5176672519516292
93716.0,0.0003901245409817841,2.2859440577224337e-05,0.012606334218802038,0.9429788331333975,0.044001848666241544,0.9429788331333975,0.25124535334771525,0.1561075151807092
93717.0,0.8638631159995243,4.240703767730425e-07,0.07454540302461236,0.06111691039980133,0.00047414650568579586,0.8638631159995243,0.4944193437647925,0.3072000106031036
93718.0,0.9592532285962306,7.34467160825032e-09,0.031467042666101265,0.00921817542993601,6.15459630599265e-05,0.9592532285962306,0.1925423457523987,0.11963328579802081
93721.0,2.9893792682445614e-15,8.182194816235235e-06,5.194535070960856e-06,0.8310450959481791,0.16894152732193118,0.8310450959481791,0.4543738435499265,0.2823183423476929
93722.0,0.8050026773077394,1.762506970987228e-07,0.1933057504827059,0.0016354321866770725,5.5963772179707965e-05,0.8050026773077394,0.5033507749647204,0.3127494208232344
93723.0,0.8786680460784607,1.4123989294859557e-08,0.08502483772821094,0.03569554800901655,0.0006115540603229895,0.8786680460784607,0.44671332513488293,0.2775585946395891
93726.0,9.534182237529531e-10,0.0014129471647456645,0.0013343757067372623,0.9777026849406457,0.01954999123445468,0.9777026849406457,0.11707629536893321,0.0727435923215379
93728.0,0.01147249656533533,0.0003781857475731919,0.9751379843160968,0.011839282133907574,0.0011720512370858114,0.9751379843160968,0.1392205275938737,0.08650257740189415
93729.0,0.7735563356976167,1.877408718499846e-07,0.03008910840343798,0.1958305540422758,0.0005238141157985199,0.7735563356976167,0.6272985870326147,0.3897625265232466
93730.0,0.04347717446033695,7.293929753711742e-06,0.06239463564614481,0.8621900835406593,0.03193081242310694,0.8621900835406593,0.5473304479333909,0.3400755280491765
93731.0,0.7555350670692073,9.709865300639797e-06,0.02629765034965932,0.21673682806097078,0.0014207446548619939,0.7555350670692073,0.648309939349286,0.4028176137399346
93735.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4259599767814278e-13,8.85998748858114e-14
93738.0,0.37239354375930483,4.3174662479724995e-06,0.11619239393786694,0.5051769784712753,0.006232766365305486,0.5051769784712753,0.9946181297208141,0.6179909905418856
93742.0,2.493505918182269e-06,0.0006477259193693988,0.9987229057213242,0.0005834556619559697,4.341919143056879e-05,0.9987229057213242,0.0108449366595089,0.006738338009639098
93743.0,0.09540061888663862,3.098131399485795e-06,0.7468615791062901,0.15477145341925408,0.002963250456415973,0.7468615791062901,0.748213759584437,0.4648913473479973
93746.0,0.9751243308809975,1.536705538930656e-07,0.000952489302820742,0.023890775584048028,3.2250561578375454e-05,0.9751243308809975,0.12073997968487148,0.07501996737622849
93752.0,0.006000595438904374,8.733536911316645e-05,0.09542837496756738,0.8946840463578073,0.003799647866608266,0.8946840463578073,0.37645154190169605,0.23390249415235528
93754.0,0.0003099961312292861,3.0058021593529888e-05,0.04274972800693511,0.9551192734775467,0.0017909443626964244,0.9551192734775467,0.19276725583131252,0.11977303028718451
93755.0,0.9327421888696072,1.919883896156804e-08,0.0030428726567038474,0.06408043283266159,0.00013448644218760355,0.9327421888696072,0.2598444203621797,0.16145041592141518
93756.0,0.0006632234002832198,0.0002976558322784743,0.9944209461551003,0.004427694752633934,0.00019047985970479058,0.9944209461551003,0.03846323437016382,0.023898551210336752
93757.0,1.612898741071563e-27,4.134501989732865e-08,4.591999692751171e-11,0.012453663460203938,0.9875462951488557,0.9875462951488557,0.06699507307698511,0.04162637934610496
93758.0,1.299227508237932e-10,9.85353378902332e-05,0.9535634814555741,8.361460055071032e-05,0.04625436847606015,0.9535634814555741,0.18920273628400153,0.11755826976751958
93759.0,0.04458936065515826,0.0007394003512141564,0.5090480691760096,0.4450264362783238,0.0005967335392926867,0.5090480691760096,0.8524643097709225,0.5296658561259208
93760.0,5.975582437301391e-06,7.959484830800574e-06,9.546284564959174e-05,0.9993373879074849,0.0005532141795958734,0.9993373879074849,0.005860373732091328,0.0036412549293238336
93761.0,5.408813646506152e-08,3.1523259669279104e-07,0.034644541576268034,0.9560754334743131,0.009279655628686453,0.9560754334743131,0.2028754688204183,0.12605361614328517
93762.0,0.0843673900477877,6.0214374541242974e-05,0.4268637384825479,0.4877738222095352,0.0009348348855886478,0.4877738222095352,0.9292699166508223,0.5773878628504546
93763.0,2.7414129762716143e-10,1.3042584381104015e-05,7.916455566158316e-07,0.09917276950790777,0.9008133959880137,0.9008133959880137,0.3234317623636491,0.20095945290271786
93766.0,0.0007708299536162317,6.686861925910566e-05,0.038251970914348565,0.9205639008969216,0.04034642961585366,0.9205639008969216,0.33672199196852703,0.2092171368445469
93767.0,8.927220458945925e-05,6.900145121816989e-06,7.929843990294252e-05,0.994839430332917,0.004985098877468581,0.994839430332917,0.03323786395285583,0.02065184602404896
93768.0,0.0007619765554024215,1.3603925516967698e-05,0.9984578271232558,0.00030581108741815753,0.00046078130840619425,0.9984578271232558,0.013178881936795036,0.008188499745767394
93770.0,0.9703627864022009,1.9880168631680278e-05,0.01049587914093734,0.018126059680332714,0.0009953946078972806,0.9703627864022009,0.1568095502974873,0.09743125167241144
93772.0,2.0539446114212573e-41,0.9999999992481321,7.5187002071177e-10,2.251323442283507e-32,1.604726743214769e-23,0.9999999992481321,1.6547606336107127e-08,1.028160589996334e-08
93773.0,0.004874036658986676,0.00044761505314562224,0.3226495165454135,0.5959475265827405,0.0760813051597146,0.5959475265827405,0.8988237076639921,0.5584705695820342
93774.0,0.6546659793541524,1.7202551900159468e-07,0.016156455458879,0.32893834514741954,0.0002390480140299607,0.6546659793541524,0.7117263077125411,0.44222041882692587
93775.0,0.9749793563275344,1.1635348432913223e-07,0.019292338617443696,0.005704214162078982,2.3974539459601933e-05,0.9749793563275344,0.13060006683716996,0.08114638398175393
