SEQN,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,max_posterior,entropy_raw,entropy_norm
93711.0,1.3196147722259908e-12,0.9746292323947213,0.02536567159683095,5.0960071269770404e-06,0.9746292323947213,0.11831085003412745,0.08534323831379675
93717.0,1.1748045912640809e-11,0.9496763331097401,0.050319922246196774,3.7446323148377277e-06,0.9496763331097401,0.1995065011542773,0.14391351992019205
93731.0,7.886760496170742e-07,3.5321389950586876e-07,0.9998965066767221,0.00010235143332754416,0.9998965066767221,0.0010601312480281457,0.0007647230471108168
93738.0,4.440219071490196e-12,0.9971951029059287,0.0027852921424429277,1.9604947188238867e-05,0.9971951029059287,0.01940046689933969,0.01399447869330393
93755.0,0.9999686211839506,1.6287208933857998e-06,2.0809074956029943e-06,2.7669187660913832e-05,0.9999686211839506,0.00037070276720864074,0.00026740552194786093
93758.0,0.9888651951592362,1.5601206963710435e-11,2.335154971002324e-10,0.011134804591649484,0.9888651951592362,0.06115336974340452,0.04411283163122944
93760.0,0.9973692281044558,1.7688024160729736e-13,1.5341495918140734e-07,0.0026306184804070027,0.9973692281044558,0.018257000046664744,0.0131696417144164
93763.0,2.2702682955957507e-17,4.225758995633029e-18,0.9997423795674456,0.0002576204325554601,0.9997423795674456,0.0023865684894190113,0.0017215452622133362
93766.0,0.9991344131893634,2.2774653079924842e-10,0.0003083787055362928,0.0005572078773526514,0.9991344131893634,0.007533126948747235,0.005434002445672322
93770.0,4.2991216389790415e-08,0.992061118439395,0.00792707214889592,1.1766420492493419e-05,0.992061118439395,0.046388551870321613,0.03346226686866672
93775.0,0.06625226149542848,0.9337476638601445,7.030032836440898e-08,4.3440982183956884e-09,0.9337476638601445,0.24383631619180046,0.1758907220792719
93776.0,0.03816700853391052,0.9618329789357684,9.306195518798181e-09,3.2241261397573435e-09,0.9618329789357684,0.1620746456926145,0.11691214379728537
93780.0,0.9845832493780523,1.3866162872005562e-24,8.265363906813882e-06,0.015408485258040694,0.9845832493780523,0.07969112656372679,0.05748499654817169
93789.0,9.973023094906624e-08,0.9999998959527351,8.622177135457859e-10,3.454815171013381e-09,0.9999998959527351,1.7970857341582842e-06,1.2963233383612294e-06
93801.0,2.2896125487078362e-10,5.90215987693065e-11,0.9999967365973349,3.263114683692987e-06,0.9999967365973349,4.449223767451819e-05,3.209436532554025e-05
93806.0,0.10239933512210238,0.00036479720285921736,0.883519473393959,0.01371639428107966,0.883519473393959,0.40449171603921263,0.29177909640521943
93811.0,1.9602553570306767e-05,0.9968310909105829,0.0031381632931088794,1.1143242736610991e-05,0.9968310909105829,0.02159219886051556,0.015575479108977065
93814.0,0.009313906214331228,0.9906859818475314,3.939234568891976e-08,7.254579255381532e-08,0.9906859818475314,0.05282649483352766,0.0381062610619384
93815.0,0.8863355555905196,1.1585818631973026e-17,0.1029740675787667,0.010690376830712434,0.8863355555905196,0.389550973983795,0.28100162916994337
93823.0,0.9997931704540208,1.9158643732185645e-10,0.00018630074581918842,2.052860857218254e-05,0.9997931704540208,0.0020283703311029955,0.0014631599088842982
93834.0,1.9500861390224656e-104,1.7909476115553734e-298,7.749785923319625e-77,1.0,1.0,1.067249536536822e-13,7.698578068763589e-14
93837.0,0.9998606186606639,6.156161659509513e-05,3.205986572656543e-08,7.778766287511087e-05,0.9998606186606639,0.0014727838968807989,0.0010623890121655255
93840.0,2.164061956141181e-09,0.9989942010746382,0.001005311498106912,4.852631933476163e-07,0.9989942010746382,0.007951511379676285,0.005735803017515568
93843.0,6.895132518767558e-10,0.999998646781182,1.352528682576704e-06,6.20893146011542e-13,0.999998646781182,1.9645223835015555e-05,1.4171033501965303e-05
93847.0,0.9996322692079979,3.678017064766568e-09,5.640122307649955e-09,0.00036772147386300173,0.9996322692079979,0.0032758510855149976,0.0023630270578816072
93866.0,4.0293946116504254e-09,0.9999083724336137,8.777056984432947e-05,3.852967146145001e-06,0.9999083724336137,0.0009595808752703877,0.0006921912850422396
93870.0,0.00034323510905849797,0.9996562932378008,4.71287082330612e-07,3.660572128386835e-10,0.9996562932378008,0.003088540294002724,0.0022279108828717354
93875.0,1.3499191132241617e-12,0.9999992095873684,6.842769175675331e-07,1.0613436290528129e-07,0.9999992095873684,1.2208058817613397e-05,8.806252957525815e-06
93888.0,7.320484915455172e-08,0.9999732459235345,2.6661621593542925e-05,1.925002147158222e-08,0.9999732459235345,0.0003091062740731398,0.0002229730443564918
93890.0,4.367956459933227e-09,0.9994172726962247,0.0005823836555144121,3.3928030524162186e-07,0.9994172726962247,0.004925511059870965,0.003553005189959792
93891.0,0.0005106699741478419,9.743900870184603e-30,8.538806455893604e-10,0.9994893291719715,0.9994893291719715,0.004381327884919058,0.003160460006040628
93916.0,2.024320155097299e-15,0.9766829274007744,0.023315286769024498,1.785830199154689e-06,0.9766829274007744,0.11070063889769044,0.07985363138046894
93926.0,0.9962730345999641,4.116878125513649e-08,0.0027487580051484203,0.0009781662261058894,0.9962730345999641,0.026707581525802514,0.01926544771070649
93932.0,0.9995498078408674,1.1911106355897282e-07,0.0004310869092415262,1.898613882816939e-05,0.9995498078408674,0.003998982390725295,0.0028846560318508373
93950.0,0.5215980872064975,0.00033840302714189553,0.4516787116088673,0.026384798157495074,0.5215980872064975,0.7970854912319257,0.5749756426824213
93957.0,0.9999845541581559,9.64447657845543e-07,4.845716328926187e-06,9.635677856291316e-06,0.9999845541581559,0.00019939646055639764,0.00014383414240776334
93964.0,2.8044568902455816e-05,4.208097652317444e-08,0.9999456134496365,2.6299900485003282e-05,0.9999456134496365,0.0006264122698471661,0.00045186093763025285
93968.0,1.1018963012995153e-43,1.0,1.836960952172488e-25,1.74284462776125e-18,1.0,1.069469982586072e-13,7.71459520128266e-14
93972.0,5.016498162711869e-07,0.004683856415294181,0.9952941039303598,2.1538004531060134e-05,0.9952941039303598,0.030056012418639453,0.02168083003263412
93982.0,0.0025723582257094206,0.9974252294024359,2.3841421630956105e-06,2.8229690280828118e-08,0.9974252294024359,0.017941608147868375,0.012942134550251363
93984.0,0.9950805870466392,0.0009533413617107149,0.003954555461909312,1.1516129739055854e-05,0.9950805870466392,0.03354936188270951,0.024200749006587113
93998.0,0.001181713875364055,0.9986689496234854,0.00014924599358794702,9.050756358569743e-08,0.9986689496234854,0.01061216087034165,0.007655055930378902
94012.0,0.38010948901971886,0.5466524575354059,0.07310328423147802,0.00013476921339736797,0.5466524575354059,0.89025538545109,0.64218351485749
94013.0,0.00021252525146876058,0.034667982347551654,0.9623995137561756,0.002719978644805554,0.9623995137561756,0.17130066968300448,0.12356731332631449
94015.0,0.8182198339124923,0.17950319314535945,0.0022721757314336996,4.797210712882283e-06,0.8182198339124923,0.48635216757574146,0.35082893014356015
94021.0,0.9865754372394637,0.013423827568800468,3.2875861993427374e-09,7.319041483360464e-07,0.9865754372394637,0.07121086696858826,0.05136778231649299
94038.0,0.9946775228795117,0.00011754923264814459,0.005172780199929264,3.21476879096861e-05,0.9946775228795117,0.03393582256429249,0.024479521460996283
94040.0,1.9877263740013483e-06,0.0008550455364054916,0.9990463342985433,9.663243867882911e-05,0.9990463342985433,0.007912980505404782,0.005708008866899261
94042.0,7.275306992781834e-14,0.8941588618211197,0.1058408144886142,3.236901921441606e-07,0.8941588618211197,0.33773533681764456,0.2436245477798898
94044.0,8.337476152131445e-09,0.9999945799760376,5.40896402314708e-06,2.7224612382570174e-09,0.9999945799760376,7.122575570219275e-05,5.137852226756115e-05
94047.0,1.5886092813443267e-06,6.060096141480602e-69,7.330821831711205e-06,0.9999910805688885,0.9999910805688885,0.00011680694455393429,8.425839982467656e-05
94050.0,0.9988218519970069,4.533691752428564e-14,4.719231332254109e-05,0.0011309556896258646,0.9988218519970069,0.00932073585464238,0.006723489697464257
94067.0,0.000981706366886356,0.0048212355010630505,0.9933734741313202,0.0008235840007304128,0.9933734741313202,0.04497296615410862,0.03244113762229985
94098.0,0.9458446311501766,0.054150173901516524,1.6977280064640517e-06,3.497220301198727e-06,0.9458446311501766,0.2106298358895665,0.1519373098505669
94105.0,0.9995510609452539,1.3005716838858927e-11,6.497250169172752e-08,0.0004488740692395298,0.9995510609452539,0.003910179983369762,0.002820598635495423
94112.0,1.2846078655410672e-11,0.9732260405734875,0.026772331780494596,1.6276331724085949e-06,0.9732260405734875,0.12336017245709205,0.088985554523527
94119.0,1.1218870038385004e-13,1.8933399935714667e-31,0.004487763852410243,0.9955122361474773,0.9955122361474773,0.028740328512266457,0.02073176470908325
94127.0,0.9924546488640232,0.007545183533724744,3.782812902619564e-09,1.6381944003088827e-07,0.9924546488640232,0.0443915949920117,0.032021766976063314
94130.0,0.0696773451138575,0.9303226152290478,1.7622334872456993e-09,3.789486236096274e-08,0.9303226152290478,0.25280425811874857,0.182359724751766
