SEQN,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,max_posterior,entropy_raw,entropy_norm
93705.0,2.134206361359871e-19,0.6715114269744716,0.32848857302525025,2.7784603629114506e-13,0.6715114269744716,0.6331030956906347,0.4566873482621648
93708.0,0.47224540487872774,0.5257257474173406,0.0019625714889749683,6.627621495672775e-05,0.5257257474173406,0.7052053884642858,0.5086981583728001
93709.0,0.00039967812344103874,0.8678451457295238,0.10192264385321953,0.02983253229381738,0.8678451457295238,0.46365856651347226,0.33445895728733605
93711.0,0.40109942502622864,0.5951733752646993,0.0004723598841207687,0.0032548398249512465,0.5951733752646993,0.6975194040955864,0.5031538926062638
93713.0,0.05363933849057498,0.48531256573972725,0.0006105832005406954,0.46043751256915744,0.48531256573972725,0.8694072674352877,0.6271447766208572
93714.0,1.4922544710320527e-07,0.18011878778680604,0.5657886008974857,0.2540924620902601,0.5657886008974857,0.9791083818950369,0.7062774035263936
93715.0,0.9544057574679932,0.04474118654276688,0.0008521812912880826,8.746979505400771e-07,0.9544057574679932,0.1895784691551533,0.1367519586547305
93716.0,0.2585553865366358,0.5745488822556287,5.66999217769057e-05,0.16683903128595742,0.5745488822556287,0.9674489086499198,0.6978668714113396
93717.0,0.43355458056119894,0.5368045169308808,4.6339626561044684e-05,0.029594562881358533,0.5368045169308808,0.8009355503597304,0.5777528732878279
93718.0,0.7341135136892731,0.24889295786962984,2.922639877055523e-05,0.01696430204232741,0.7341135136892731,0.6425143773520374,0.46347615295282224
93721.0,0.0008725198924640243,0.022252144620688967,0.0015165977049834793,0.9753587377818647,0.9753587377818647,0.12500241161170908,0.09017017966568684
93722.0,0.9419227535169703,0.057978819886384834,2.671770914666578e-05,7.17088874993931e-05,0.9419227535169703,0.22242776624406163,0.16044771765815866
93723.0,0.795301369002183,0.1408646482119514,2.4368627248761584e-06,0.06383154592313908,0.795301369002183,0.6339041505488097,0.4572651871978493
93726.0,0.001974013205285356,0.16976465794963036,0.01836851034642108,0.8098928184986623,0.8098928184986623,0.5575340799985163,0.40217582617022507
93728.0,0.0030944443490729303,0.8265083858477396,0.11626142923011909,0.05413574057306728,0.8265083858477396,0.5834258921344362,0.4208528206542852
93729.0,0.25149992783653446,0.19422470420419014,2.2773211642700293e-05,0.5542525947476324,0.5542525947476324,0.9927593718986298,0.7161245113170978
