SEQN,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,P_cluster_5,max_posterior,entropy_raw,entropy_norm
93705.0,2.430333298021381e-08,3.369501075621381e-24,0.9424681647628164,6.663224680634512e-14,0.057531810933784296,0.9424681647628164,0.22012194741490498,0.1367694557921743
93708.0,0.0005427780479245407,0.08989594168748759,0.9091640439393013,4.893588148444078e-08,0.00039718738940497085,0.9091640439393013,0.31034027075281373,0.19282525181941174
93709.0,0.007884587633814116,4.798698051850933e-05,0.9841604738567653,1.5559241366361092e-07,0.007906795936489623,0.9841604738567653,0.09264605176032611,0.05756422850770864
93711.0,0.0010213810278726424,0.13856495369698218,0.8510242653741833,0.009102908720647217,0.0002864911803155299,0.8510242653741833,0.463291690348921,0.2878593121049588
93713.0,0.0980934463032634,0.005365032383951812,0.06992331464234094,0.8263612716894293,0.0002569349810136505,0.8263612716894293,0.6015555779685542,0.3737674956710611
93714.0,0.815440754277252,1.605834235452125e-08,0.06882609929797841,0.0001582567831507041,0.11557487358327483,0.815440754277252,0.6013389715214463,0.3736329105184221
93715.0,4.792480834160946e-08,0.007387611641262997,0.0068840928843806725,0.9852551921986503,0.0004730553508962457,0.9852551921986503,0.08878900466068498,0.05516771040045978
93716.0,0.012386418125145333,0.019558344435861998,0.05399818441685993,0.9140364006162309,2.0652405901903904e-05,0.9140364006162309,0.371331123566501,0.23072099936113905
93717.0,0.02288381518874769,0.21931425723662815,0.4041244049878082,0.35366045626253856,1.7066324277858782e-05,0.4041244049878082,1.1531323402848936,0.7164814071894865
93718.0,0.053969383472689265,0.7945639588286337,0.1421679651280757,0.009292623959886422,6.068610713978683e-06,0.7945639588286337,0.661156602811072,0.41079969454127274
93721.0,0.7469999801825453,0.00027715228762960066,0.003933519883169472,0.24792419893832712,0.0008651487083290789,0.7469999801825453,0.5938119876143119,0.3689561324650515
93722.0,0.00016731675131723695,0.8748055633520117,0.1249956998132226,1.826535489538108e-05,1.3154728551953416e-05,0.8748055633520117,0.3787360208930069,0.23532192075692424
93723.0,0.05485027408368718,0.6250077603378648,0.10154064686016669,0.21860050961871455,8.090995665020402e-07,0.6250077603378648,1.0176356225723766,0.6322925629565375
93726.0,0.9561560896335088,0.00016253213561701491,0.02086836601032134,0.01891194459672462,0.0039010676238273234,0.9561560896335088,0.22171617454242842,0.13776000480012723
93728.0,0.0741936136993503,4.881176661210782e-05,0.9005268480926852,1.0970189536435165e-05,0.025219756251814395,0.9005268480926852,0.3807580731660568,0.23657829247367582
93729.0,0.47654720797151257,0.23485241319998576,0.1330512762647003,0.15554356971425964,5.532849542772372e-06,0.47654720797151257,1.2513392070365272,0.7775007643159172
93730.0,0.3468993918607677,0.5800121057511708,0.010424026585612468,0.06243362495317501,0.00023085084927499863,0.5800121057511708,0.9058794535011222,0.5628545509600167
93731.0,0.03922671624316095,0.09961256823328524,0.021971370648921185,0.8387297518792529,0.0004595929953814841,0.8387297518792529,0.5917085172585523,0.36764917284920756
93735.0,1.2854531274051892e-131,1.0778588020431198e-114,1.4439025319534267e-52,1.1835693732337467e-98,1.0,1.0,1.421519084682928e-13,8.832394674567064e-14
93738.0,0.8307917448640929,0.07216946277351392,0.02719311735219351,0.06979213220349982,5.354280670146617e-05,0.8307917448640929,0.6280786790551932,0.3902472249490459
93742.0,0.00547715975311581,1.5271742292733765e-09,0.976415357720581,8.903161657337814e-05,0.018018449382557044,0.976415357720581,0.12502375518535272,0.07768162674648807
93743.0,0.07361492518879914,0.00244043021718544,0.8584611107816706,0.0653847008439609,9.883296838329447e-05,0.8584611107816706,0.5169942899110663,0.3212266132895854
93746.0,0.3455737899216702,0.6443454765587081,0.010060616778550743,3.753959067962318e-06,1.6362782002920213e-05,0.6443454765587081,0.6968892695535839,0.43300164869337177
93752.0,0.09974945865339083,0.0016052177540878613,0.8892281107193271,0.009257452506077127,0.000159760367118935,0.8892281107193271,0.38940032337171077,0.2419480244396536
93754.0,0.014454900516527501,0.00196183473957634,0.6119410706660932,0.37106612107421916,0.0005760730035824325,0.6119410706660932,0.7461700559402576,0.4636215228779819
93755.0,0.2056128842113247,0.7306647774386738,0.01264793321579065,0.051070737647680546,3.6674865308653277e-06,0.7306647774386738,0.7617460415648045,0.47329942688671117
93756.0,0.003632075613232418,2.473941489091127e-06,0.9912952995533774,3.2486976222953e-07,0.005069826022139066,0.9912952995533774,0.05589955421811349,0.03473234586202302
93757.0,0.09933620937317539,0.005805148297392826,0.0037298513484297375,0.8908262171181262,0.0003025738628771431,0.8908262171181262,0.38557405705367714,0.23957063150733054
93758.0,1.6939872451020665e-10,5.8442849732262976e-18,0.8057769920424236,0.0052310045375663075,0.1889920032506106,0.8057769920424236,0.5163556403280706,0.3208297979927282
93759.0,0.005132237986202943,2.3012706301662294e-05,0.8908679693495509,0.10156866498099672,0.002408114976949689,0.8908679693495509,0.37705976944604863,0.23428040717382295
93760.0,0.9929874858861215,6.333037206433882e-07,0.0055021256364315525,0.0014213179783738334,8.843719535059683e-05,0.9929874858861215,0.04576618753135275,0.028436131134835986
93761.0,0.19795558127431845,0.027464959745261447,0.05038190039933988,0.7237660354353367,0.00043152314574251746,0.7237660354353367,0.8072384761468305,0.5015654657506917
93762.0,0.014549383918756455,0.0007349092522001226,0.9059135641697912,0.07782951414646948,0.0009726285127839591,0.9059135641697912,0.36182708078422976,0.22481580556096478
93763.0,8.332883901159364e-05,0.000992581810852691,0.0007032424234190844,0.9982161922860034,4.6546407131267425e-06,0.9982161922860034,0.014591356363476967,0.009066119451236938
93766.0,0.259547291186648,0.0008207996067785035,0.6965923304279823,0.04276035278027836,0.0002792259983130586,0.6965923304279823,0.7448418240434975,0.46279624599932845
93767.0,0.22780941943245023,0.0650564902507757,0.013689660773808144,0.6933830623319543,6.136721101099325e-05,0.6933830623319543,0.8279899676609197,0.5144590923726127
93768.0,6.78724487704738e-05,0.001453903777076467,0.8537152021507516,0.1445271845770371,0.0002358370463655394,0.8537152021507516,0.42669903549027294,0.26512301729299825
93770.0,0.10401519196380628,0.8320532106480323,0.021982637119500145,0.04055506891184791,0.0013938913568132033,0.8320532106480323,0.6114568104358407,0.37991947729818204
93772.0,1.1495624489763833e-09,1.0682116411676243e-13,0.22243506489936363,1.359984412898043e-07,0.7775647979525239,0.7775647979525239,0.5299749859882519,0.3292919732372417
93773.0,0.0023750938599865212,0.853899962350223,0.112979734745768,0.026563425582565005,0.004181783461456003,0.853899962350223,0.5148572887841855,0.31989881983426105
93774.0,0.22940789841530446,0.6186441027954395,0.12784837856415657,0.024097893570108515,1.7266549925039737e-06,0.6186441027954395,0.9876104658106761,0.6136368841448643
93775.0,0.03674581784400028,0.85230752428155,0.11090037918292465,4.131050840272797e-05,4.968183123582555e-06,0.85230752428155,0.5019649942218583,0.31188838683605424
93776.0,0.0007672587634431637,0.9878048890722295,0.011425753881257114,1.2642575018022388e-07,1.9718573217592827e-06,0.9878048890722295,0.06874632592692745,0.04271449392102122
93780.0,0.2744295402404336,0.014535404763348178,0.10443094450502224,0.6064314788338677,0.00017263165732763638,0.6064314788338677,0.957099898194545,0.5946796026117188
93782.0,0.0015605373444499983,0.9983771145441916,9.076453413675738e-06,5.318222274734911e-05,8.943519775598481e-08,0.9983771145441916,0.012337127316369354,0.007665488193769952
93783.0,0.010032463243607653,0.9817799897166504,0.0015175719182807872,0.006669523316808822,4.5180465072410966e-07,0.9817799897166504,0.10749400433543571,0.06678978014930859
93785.0,4.295761482639506e-15,6.591190277830072e-29,0.0018268065292729222,3.6468412465162235e-16,0.998173193470723,0.998173193470723,0.01334349167640589,0.00829077752755638
93788.0,0.0007907996577999935,2.906643766222195e-11,0.6471771299863265,0.006625274409818668,0.3454067959169892,0.6471771299863265,0.6876745686458935,0.4272762331079055
93789.0,5.281384968570252e-06,0.910011944522491,0.08992436040718658,5.777476524611624e-11,5.84136275794672e-05,0.910011944522491,0.30305406772205085,0.18829807933610465
93791.0,0.00804848809269604,1.0390348920471632e-07,1.8232104259841318e-05,0.9919061110844618,2.7064815093943987e-05,0.9919061110844618,0.04735830909990117,0.029425371885440966
93794.0,0.0815409321329598,0.04724906521435101,0.8558756620076905,0.015249205586585617,8.51350584121527e-05,0.8558756620076905,0.5464027690028984,0.3394991287216066
93795.0,0.015476708207794091,0.14404128784266454,0.047592057662398525,0.05112690177162077,0.7417630445155238,0.7417630445155238,0.8621443306985876,0.5356803912955473
93796.0,0.002948216982164259,2.2506644826126945e-06,0.8240814241711457,0.1717900309364587,0.0011780772457478112,0.8240814241711457,0.4872052835471857,0.3027176629698877
93797.0,0.33239640836664425,0.05038461167873378,0.39954166042528605,0.21763511114775838,4.2208381578540845e-05,0.39954166042528605,1.2155221536120324,0.7552463777702906
93798.0,0.15905084931034655,4.3686156458207545e-07,0.8327434716052874,0.006913621636588726,0.0012916205862131822,0.8327434716052874,0.4878249436397835,0.3031026794329712
93800.0,2.388610654023088e-19,7.077501158453511e-34,1.8664947411777254e-08,2.2065157828910193e-29,0.9999999813350515,0.9999999813350515,3.5083800311126825e-07,2.1798790770416476e-07
93801.0,0.004146667960689555,1.6302818762657002e-05,0.6048271926810816,0.3858546722076133,0.005155164331853637,0.6048271926810816,0.7216441572295387,0.44838272520754163
93805.0,0.24871279580212896,0.002428999253928765,0.4496507200336996,0.29914462635819367,6.285855204963193e-05,0.4496507200336996,1.0817192623242395,0.672109967068103
93806.0,0.3090267619707149,0.0043339089115919304,0.05992960523869273,0.6235063596688116,0.003203364210187777,0.6235063596688116,0.8680983759046375,0.5393798475840133
93811.0,0.08763773539170606,0.5678661884895533,0.0013726052617798732,0.3431101898864335,1.3280970527048811e-05,0.5678661884895533,0.9109182809214353,0.5659853504654742
93812.0,0.0010866153478394948,4.2007133284375395e-06,0.990452650715955,0.006438308491866737,0.002018224731010054,0.990452650715955,0.06197802948705371,0.03850911489547221
93813.0,0.9997714931114802,3.7156865765025574e-07,0.00022508706467827154,1.90075156188621e-07,2.8581800277217535e-06,0.9997714931114802,0.002163920718278268,0.001344519537883616
93814.0,0.01831162606169757,0.9404505779972534,0.0027928353193642074,0.038443090931553084,1.8696901322044025e-06,0.9404505779972534,0.2727088161110318,0.16944351441217717
