SEQN,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,P_cluster_5,P_cluster_6,P_cluster_7,max_posterior,entropy_raw,entropy_norm
93705.0,2.7407473360072215e-07,0.9910830424109469,2.682815160942554e-13,4.276004612260737e-22,0.0,1.7448154482774737e-06,0.008914938698603563,0.9910830424109469,0.050983108836252414,0.026200135119806706
93708.0,1.9727624170809033e-08,0.981985334597354,0.014446608023431635,0.0034849427850956894,0.0,1.6283193664725546e-05,6.681167282948942e-05,0.981985334597354,0.09961049778607635,0.05118966969489036
93709.0,5.820561108862955e-05,0.9482734943608665,1.3082976065253032e-06,0.0001456850592250575,0.0,0.04096559846844741,0.010555708202766552,0.9482734943608665,0.23116329155876048,0.1187944323487824
93711.0,1.9952351090011627e-06,0.7443238144733975,0.09660593542726036,0.15650294703061018,0.0,0.0023869679883183783,0.00017833984530308552,0.7443238144733975,0.7518028695095446,0.38635024842977694
93713.0,0.00015728885228468372,0.5887913541397826,0.020929921286188743,0.17825574370723515,0.0,0.20844090741452326,0.0034247845999847756,0.5887913541397826,1.0478836724116334,0.5385056822486652
93714.0,0.03389635978947011,0.008808470735210482,4.078362707983447e-06,8.100681383691107e-05,0.0,0.9551931258251466,0.0020169584736297254,0.9551931258251466,0.21352156335529174,0.10972837746848213
93715.0,3.5396637583218422e-06,0.0016226539381801925,0.9981735717575081,2.971260498845544e-05,0.0,4.074791038074832e-07,0.0001701145564611626,0.9981735717575081,0.014084765349206697,0.007238137565624225
93716.0,0.0033039483190249216,0.0002467829665239474,0.019377963139622586,0.011197145664111303,0.0,0.9652578503485557,0.0006163095621607168,0.9652578503485557,0.18632938215552974,0.09575436062450654
93717.0,2.266105212373703e-05,0.16666726640394725,0.02466392138159895,0.7757647183643348,0.0,0.03286270496546106,1.8727832534514207e-05,0.7757647183643348,0.6996004690631531,0.3595235213726544
93718.0,2.3498999641005293e-06,0.08069182075474646,0.01466887192987375,0.9000360466996569,0.0,0.004590077840624365,1.0832875132655857e-05,0.9000360466996569,0.3847020735281149,0.1976977578923042
93721.0,0.02073411494952156,1.0471918979129526e-12,0.9691328915156151,2.2335402569753254e-15,0.0,0.010070983237108906,6.201029670538878e-05,0.9691328915156151,0.15765877510958026,0.08102058318885862
93722.0,1.5265564025209645e-08,0.4909989090722065,0.03327824330171227,0.4756101409871786,0.0,8.98871141679699e-05,2.2804259172252992e-05,0.4909989090722065,0.8170294089940635,0.41987005894938634
93723.0,7.42627742675268e-06,0.3178936284223078,0.02874381202008581,0.6386241438025694,0.0,0.014724441085646954,6.548391962558538e-06,0.6386241438025694,0.8150009650404039,0.4188276449640107
93726.0,0.004718267795482187,1.1762103510952845e-06,0.21687199606982174,2.892480441786211e-08,0.0,0.6034848548519101,0.1749236761476286,0.6034848548519101,0.9665101243681202,0.4966879507963586
93728.0,0.0014366069952478824,0.8517040329134534,0.00023652034442909805,0.008422055680305327,0.0,0.11720352509362092,0.02099725897294341,0.8517040329134534,0.5207077437987205,0.26759084639725533
93729.0,1.6011339997336596e-05,0.03220591848421887,0.006750282274697498,0.9132882867409197,0.0,0.04770707534864143,3.242581152605749e-05,0.9132882867409197,0.37289362295785744,0.19162941471829376
93730.0,0.006867166981715202,0.0040000007245290835,0.17155745226042005,0.2918303452318359,0.0,0.5242259880814852,0.001519046720015939,0.5242259880814852,1.0665525085791,0.5480995662090987
