SEQN,P_cluster_1,P_cluster_2,max_posterior,entropy_raw,entropy_norm
93711.0,2.111080476697291e-05,0.9999788891952328,0.9999788891952328,0.0002483837127058637,0.00035834195055833856
93717.0,0.0006695575450884837,0.9993304424549111,0.9993304424549111,0.005563058093196824,0.00802579632323227
93731.0,0.12558858510284676,0.8744114148971543,0.8744114148971543,0.3779139134160485,0.5452145287682744
93738.0,0.0022829813022304662,0.9977170186977686,0.9977170186977686,0.016166089080709656,0.023322736547309042
93755.0,0.02996409446781377,0.9700359055321859,0.9700359055321859,0.1346173348464801,0.19421176140070592
93758.0,0.9999999999995239,4.750762554370903e-13,0.9999999999995239,1.3955496209571676e-11,2.0133525174693784e-11
93760.0,0.9989629903899705,0.001037009610030828,0.9989629903899705,0.008162194167793771,0.011775557048648895
93763.0,0.002750343438737585,0.9972496565612635,0.9972496565612635,0.018962663789716627,0.027357341011468896
93766.0,0.9985140407440679,0.0014859592559316739,0.9985140407440679,0.011160967759281557,0.01610187283783711
93770.0,0.0008572310735173069,0.9991427689264825,0.9991427689264825,0.006910460551161492,0.009969687167419496
93775.0,0.0011469793252305183,0.9988530206747689,0.9988530206747689,0.008912086427327036,0.012857422892678555
93776.0,6.405044318279184e-06,0.9999935949556819,0.9999935949556819,8.299926400756075e-05,0.00011974262658114173
93780.0,0.022366387681201163,0.9776336123187984,0.9776336123187984,0.10711103101010659,0.15452855326278475
93789.0,1.3354601329473343e-06,0.9999986645398664,0.9999986645398664,1.9399206374005384e-05,2.7987138832959138e-05
93801.0,0.9853595277719697,0.014640472228029925,0.9853595277719697,0.07637362345098551,0.11018384780745784
93806.0,0.006458604170121642,0.99354139582988,0.99354139582988,0.03900419377701047,0.056271156935965176
93811.0,0.0034460985830967244,0.996553901416904,0.996553901416904,0.02298129915931114,0.03315500633032389
93814.0,0.00023406024243444876,0.9997659397575647,0.9997659397575647,0.002190760565744549,0.0031605994039747604
93815.0,0.004018204132608203,0.9959817958673902,0.9959817958673902,0.026178231900115045,0.03776720534153724
93823.0,0.002873617844007509,0.9971263821559937,0.9971263821559937,0.019686423890144925,0.0284015061191501
93834.0,1.0,2.5352627235152434e-51,1.0,3.56489994195358e-14,5.143063467521784e-14
93837.0,0.09146340167304053,0.9085365983269605,0.9085365983269605,0.3059105895155853,0.4413356904495543
93840.0,0.00019998636325128333,0.9998000136367489,0.9998000136367489,0.0019033024923891498,0.0027458850670814307
93843.0,3.741974775145996e-07,0.9999996258025224,0.9999996258025224,5.911752104412745e-06,8.528855444001162e-06
93847.0,0.9958494644237871,0.004150535576214064,0.9958494644237871,0.026905596818138516,0.03881657110168631
93866.0,0.0025174176741056035,0.9974825823258936,0.9974825823258936,0.01757978685181099,0.025362271310992716
93870.0,8.803668349777506e-07,0.9999991196331666,0.9999991196331666,1.3155257100235932e-05,1.8979024180129706e-05
93875.0,0.0002421881881627881,0.9997578118118366,0.9997578118118366,0.0022585681846617744,0.0032584251195211305
93888.0,9.127417398312119e-06,0.9999908725826034,0.9999908725826034,0.0001150440062145809,0.00016597341724977496
93890.0,0.00015905987279034775,0.9998409401272111,0.9998409401272111,0.001550221432328247,0.002236496772699748
93891.0,0.9999999999993996,5.995798027572532e-13,0.9999999999993996,1.7473334423081067e-11,2.5208692919973472e-11
