matrix_name,K,pac_01_09,pac_02_08,consensus_auc,mean_consensus,median_consensus
B_LOG,2,0.22538597742050825,0.18607633692387077,0.49873773019735707,0.5012622671000627,0.5036496350364964
B_LOG,3,0.3219600865839794,0.20171241015627508,0.6650031489611035,0.3349972043185517,0.0967741935483871
B_LOG,4,0.22627665337075886,0.16189320024579232,0.7457612399308858,0.2542392862557149,0.0
B_LOG,5,0.2881443751458589,0.20230333939249906,0.7793404853049266,0.22066011277644895,0.007352941176470588
B_LOG,6,0.30663446530538835,0.20045133290940584,0.812300872578538,0.1876997960726072,0.007575757575757576
B_LOG,7,0.29232584180653065,0.20163319138185376,0.839681905858136,0.16031882141711473,0.0
B_LOG,8,0.2552557374732637,0.171709905130165,0.8623901011523574,0.1376106747422285,0.0
B_LOG,9,0.24545616097254963,0.16667416033451735,0.8775583078382986,0.12244250053214517,0.0
B_LOG,10,0.23483442205621963,0.16133010463301367,0.8905185150156677,0.1094823211032013,0.0
