matrix_name,K,pac_01_09,pac_02_08,consensus_auc,mean_consensus,median_consensus
A_RAW,2,0.053790220141826946,0.03337634150488593,0.49257470558225436,0.5074252201506908,0.6376811594202898
A_RAW,3,0.19052619997799583,0.14888828877486723,0.6541864246573621,0.34581511749989435,0.007936507936507936
A_RAW,4,0.32102099398885786,0.23276422520278853,0.6965970275012181,0.30340493884266223,0.06153846153846154
A_RAW,5,0.3753213110490993,0.278612936457927,0.748265123816636,0.2517373593063955,0.056
A_RAW,6,0.244786509436793,0.15075864414238704,0.7901686152484464,0.20983428698913126,0.0
A_RAW,7,0.26804092777627747,0.18435502745521648,0.825007207591288,0.17499604309841904,0.0
A_RAW,8,0.2489272961862754,0.16138066232584192,0.842461352084456,0.15754207317986507,0.0
A_RAW,9,0.22639301467278783,0.14633780418279474,0.8533996967785464,0.14660383789000836,0.0
A_RAW,10,0.18520518898590732,0.12222322241225833,0.8638810633250328,0.13612257617710594,0.0
