matrix_name,K,cluster_id,ref_cluster_size,ref_cluster_proportion,mean_jaccard,median_jaccard,std_jaccard,min_jaccard,max_jaccard,recovery_rate_ge_075,recovery_rate_ge_060
A_RAW,2,0,2048,0.4569388665774208,0.9807265614634642,0.9824720315280956,0.010468743669232991,0.9341491841491841,0.9956896551724138,1.0,1.0
A_RAW,2,1,2434,0.5430611334225792,0.9838699957686508,0.9852679695854856,0.00872001596317336,0.942986881937437,0.9964430894308943,1.0,1.0
A_RAW,3,0,1847,0.4120928157072735,0.9000290799111466,0.893480505367664,0.07640690132466477,0.7251597908192912,0.9932157394843962,0.995,1.0
A_RAW,3,1,1274,0.28424810352521196,0.8545602299392353,0.8245239055428597,0.10486112229444478,0.6445012787723785,0.9912195121951219,0.815,1.0
A_RAW,3,2,1361,0.3036590807675145,0.8892887763432151,0.9112576726673509,0.08021788196630429,0.6867112100965108,0.9891989198919892,0.97,1.0
A_RAW,4,0,1179,0.26305220883534136,0.7902058080616985,0.8112877583465818,0.1341800450520935,0.339598185353208,0.9777306468716861,0.58,0.96
A_RAW,4,1,1744,0.3891120035698349,0.8524897925259388,0.8617585441633377,0.09555387149817667,0.4481823114487249,0.9872881355932204,0.875,0.975
A_RAW,4,2,481,0.107318161535029,0.5707218787276647,0.5934442178022517,0.27780207454233696,0.12639405204460966,0.9763157894736842,0.32,0.48
A_RAW,4,3,1078,0.24051762605979474,0.7723912852813848,0.8053295568739436,0.14534202289030218,0.2758834469931804,0.9807037457434733,0.56,0.885
A_RAW,5,0,599,0.13364569388665773,0.7082337945674072,0.6758190883190883,0.11708406784441609,0.4361924686192469,0.9251968503937008,0.37,0.87
A_RAW,5,1,1340,0.2989736724676484,0.5400272736436514,0.3903444256892533,0.23919604599014746,0.25692137320044295,0.9135135135135135,0.34,0.4
A_RAW,5,2,203,0.04529228023203927,0.3055082762122325,0.2023243635934521,0.20759409478895516,0.07142857142857142,0.950920245398773,0.07,0.08
A_RAW,5,3,1113,0.24832663989290496,0.6896917505130079,0.6693331718381819,0.09273216148783783,0.4781491002570694,0.9048648648648648,0.3,0.865
A_RAW,5,4,1227,0.2737617135207497,0.6117382793085828,0.5058729867333096,0.18684140551280307,0.36930455635491605,0.908662900188324,0.35,0.42
A_RAW,6,0,1221,0.27242302543507363,0.7646972874335414,0.821504531062343,0.167610024001621,0.3821138211382114,0.9671314741035857,0.635,0.78
A_RAW,6,1,766,0.17090584560464078,0.7515086999328576,0.8451028439119104,0.20683637338569663,0.2564935064935065,0.9682034976152624,0.64,0.76
A_RAW,6,2,1137,0.2536813922356091,0.8283969693224651,0.8679031066920642,0.13453034955682575,0.47153024911032027,0.9798087141339001,0.805,0.87
A_RAW,6,3,838,0.18697010263275324,0.8780064813482755,0.9071380503749279,0.07599219196606649,0.6369593709043251,0.9757207890743551,0.88,1.0
A_RAW,6,4,506,0.11289602855867917,0.8437542367868909,0.8431205782443236,0.06087322732994452,0.6148760330578512,0.9825436408977556,0.96,1.0
A_RAW,6,5,14,0.0031236055332440876,0.7046029623779997,0.8516483516483516,0.3519111199972777,0.025477707006369428,1.0,0.625,0.695
A_RAW,7,0,824,0.18384649709950915,0.6060521122792278,0.5682694009831557,0.2011601603987049,0.2610659439927733,0.9674074074074074,0.275,0.48
A_RAW,7,1,497,0.1108879964301651,0.8107111583276311,0.8164708373028474,0.08369608602361092,0.5176470588235295,0.9849246231155779,0.79,0.98
A_RAW,7,2,1009,0.2251227130745203,0.7630850461288091,0.8312899121854345,0.15856182695595716,0.3778966131907308,0.9759326113116726,0.585,0.76
A_RAW,7,3,733,0.16354306113342257,0.6959037560099978,0.6729163589364845,0.1689038562031755,0.3125,0.971947194719472,0.36,0.715
A_RAW,7,4,791,0.17648371262829093,0.8359701666084137,0.8566079711514694,0.08467997802869791,0.5805555555555556,0.9795275590551181,0.785,0.995
A_RAW,7,5,14,0.0031236055332440876,0.7907747239505812,0.9128787878787878,0.29566274831223266,0.03592814371257485,1.0,0.745,0.82
A_RAW,7,6,614,0.13699241410084784,0.7168294667917402,0.7569806945642796,0.1795778700091973,0.2585858585858586,0.9683794466403162,0.525,0.805
